name,birthyear,age
ernst hurlimann,1934,89
rolf larcher,1934,89
paula jean myers pope,1934,89
ninel krutova,1926,97
gary milburn tobian,1935,88
samuel nesley hall,1937,86
juan botella medina,1941,82
elizabeth anne e ferris,1940,83
brian eric phelps,1944,79
giuseppe delfino,1921,102
allan louis neville jay,1931,92
bruno khabarov,1939,84
rudolf karpati,1920,103
zoltan horvath 1,1937,86
wladimiro calarese,1930,93
adelheid barbara schmid,1938,85
valentina rastvorova,1933,90
maria vicol,1935,88
viktor zhdanovich,1938,85
yuri sisikin,1937,86
albert axelrod,1921,102
hans antonsson,1934,89
oleg karavaev,1936,87
dinko petrov stoykov,1935,88
ahmet bilek,1931,92
masayuki matsubara,1939,84
muzahir sille,1932,91
konstantin vyrupaev,1930,93
dimitre dimitrov dobrev,1931,92
ion taranu,1938,85
mustafa dagistanli,1931,92
vladimir rubashvili,1940,83
gholam reza takhti,1930,93
anatoli albul,1936,87
mithat bayrak,1929,94
gunther maritschnigg,1933,90
rene schiermeyer,1938,85
douglas morton blubaugh,1934,89
bohumil kubat,1935,88
shelby autrie wilson,1937,86
terence john mccann,1934,89
nedjet zalev,1937,86
tadeusz hipolit trojanowski,1933,90
avtandil koridze,1935,88
gustav freij,1922,101
savkus dzarasov,1930,93
krali peytchev bimbalov,1934,89
raimondo d inzeo,1925,98
piero d inzeo,1923,100
john devitt,1937,86
lance melvin larson,1940,83
lynn edythe burke,1943,80
natalie alwyne steward,1943,80
satoko tanaka,1942,81
murray rose,1939,84
tsuyoshi yamanaka,1939,84
john jon konrads,1942,81
william danforth mulliken,1939,84
yoshihiko osaki,1939,84
wieger emile mensonides,1938,85
george thomas breen,1935,88
carolyn jane schuler,1943,80
marianne yvonne heemskerk,1944,79
janice andrew,1943,80
david egmont theile,1938,85
frank edward jr mckinney,1938,85
michael francis troy,1940,83
neville hayes,1943,80
john david gillanders,1939,84
anita lonsbrough,1941,82
wiltrud urselmann,1942,81
barbara gobel,1943,80
chris von saltza,1944,79
jane cederqvist,1945,78
catharina tineke lagerberg,1941,82
eddie jr crook,1929,94
yevgeni feofanov,1937,86
giovanni benvenuti,1938,85
yuri radonyak,1935,88
leszek lech drogosz,1933,90
james lloyd,1939,84
wilbert james mcclure,1938,85
carmelo bossi,1939,84
bohumil nemecek,1938,85
clement quartey,1938,85
quincey daniels,1941,82
oleg grigoryev,1937,86
primo zamparini,1939,84
brunon bendig,1938,85
oliver taylor,1938,85
kazimierz pazdzior,1935,88
alessandro lopopolo,1939,84
richard mctaggart,1935,88
abel ricardo laudonio,1938,85
anthony madigan,1930,93
giulio saraudi,1938,85
francesco musso,1937,86
jerzy adamski,1937,86
william meyers,1943,80
jorma johannes limmonen,1934,89
gyula torok,1938,85
sergei sivko,1940,83
kiyoshi tanabe,1940,83
francesco de piccoli,1937,86
daniel wepener bekker,1932,91
josef nemec,1933,90
gunter siegmund,1936,87
paul elvstrom,1928,95
andre nelis,1935,88
timir pinegin,1927,96
fyodor shutkov,1924,99
mario gentil quina,1930,93
jose manuel gentil quina,1935,88
william wilson parks,1921,102
robert sherman halperin,1908,115
bjorn bergvall,1939,84
hans marius fogh,1938,85
ole erik gunnar petersen,1934,89
charles thomas jr vinci,1933,90
james edward bradford,1928,95
trofim lomakin,1924,99
viktor bushuev,1933,90
abdul wahid aziz,1930,93
james d george,1935,88
jan bochenek,1931,92
aleksandr kurynov,1934,89
thomas tamio kono,1930,93
sebastiano mannironi,1930,93
lyubov baranova,1929,94
radya yeroshina,1930,93
hakon brusveen,1927,96
veikko hakulinen,1925,98
kalevi hamalainen,1932,91
rolf ramgard,1934,89
nikolay anikin,1932,91
david jenkins,1936,87
karol divin,1936,87
donald jackson,1940,83
barbara wagner,1938,85
robert paul,1937,86
nancy ludington,1939,84
ronald ludington,1934,89
carol heiss,1940,83
barbara roles,1941,82
helmut recknagel,1937,86
niilo halonen,1940,83
otto leodolter,1936,87
jean vuarnet,1938,85
hanspeter lanig,1935,88
yvonne ruegg,1931,92
penelope pitou,1938,85
giuliana minuzzo chenal,1931,92
heidi biebl,1941,82
ernst hinterseer,1932,91
matthias leitner,1935,88
charles bozon,1932,91
roger staub,1936,87
anne heggtveit,1939,84
betsy snite,1938,85
barbi henneberger,1940,83
klara guseva,1937,86
helga haase,1934,89
tamara rylova,1931,92
viktor kosichkin,1938,85
janis pesman,1931,92
kjell backman,1934,89
jeanne ashworth,1938,85
eevi huttunen,1922,101
roald aas,1928,95
boris stenin,1935,88
william disney,1932,91
rafael grach,1932,91
elwira seroczynska,1931,92
helena pilejczyk,1931,92
klas lestander,1931,92
antti tyrvainen,1933,90
nikolay gusakov,1934,89
juno roslays stover irwin,1928,95
joaquin capilla perez,1928,95
jeanne georgetta stunyo,1936,87
irene margaret mac donald,1933,90
robert lynn clotworthy,1931,92
donald de wayne harper,1932,91
ercole baldini,1933,90
arnaud geyre,1935,88
alan wharmby jackson,1933,90
wolfgang behrendt,1936,87
soon chun song,1934,89
frederick gilroy,1936,87
claudio barrientos,1934,89
vladimir safronov,1934,89
thomas g nicholls,1931,92
henryk niedzwiedzki,1933,90
pentti olavi hamalainen,1929,94
harry kurschat,1933,90
anthony byrne,1930,93
terence george spinks,1938,85
mircea dobrescu,1930,93
rene libeer,1934,89
vladimir engibaryan,1932,91
franco nenci,1935,88
henry james loubscher,1936,87
constantin dumitrescu,1931,92
nicolae linca,1929,94
fred tiedt,1935,88
kevin john hogarth,1934,89
nicholas gargano,1934,89
pete rademacher,1928,95
lev mukhin,1936,87
giacomo bozzano,1933,90
james felton boyd,1930,93
gheorghe negrea,1934,89
romualdas murauskas,1934,89
carlos lucas,1930,93
laszlo papp,1926,97
jose louis chegui torres,1936,87
john mccormack,1935,88
gennadi shatkov,1932,91
ramon tapia,1931,92
victor zalazar,1935,88
gilbert chapron,1933,90
lars hall,1927,96
olavi aleksanteri mannonen,1930,93
waino kalevi korhonen,1926,97
istvan hernek,1935,88
gennady bukharin,1929,94
michael scheuer,1927,96
meinrad miltenberger,1924,99
maximilian raub,1926,97
herbert wiedermann,1927,96
elizaveta dementyeva,1928,95
tove goltermann soby,1933,90
igor pissarev,1931,92
lajos kiss 1,1934,89
alexe dumitru,1935,88
simion ismailciuc,1930,93
pavel kharin,1927,96
gratsian botev,1928,95
karoly wieland,1934,89
ferenc mohacsi,1929,94
james thomas fifer,1930,93
duvall young hecht,1930,93
igor buldakov,1930,93
viktor ivanov 1,1930,93
bernard patrick jr costello,1929,94
james arthur gardiner,1930,93
murray stewart riley,1925,98
merwyn thomas wood,1917,106
stuart a mackenzie,1937,86
peter garth mander,1928,95
rolland leslie tasker,1926,97
john malcolm scott,1933,90
jasper roy blackall,1920,103
terence james george smith,1932,91
john marvin,1927,96
herbert philip williams,1908,115
lawrence edgar low,1920,103
agostino straulino,1914,109
nicolo rode,1912,111
sloane elmo farrington,1923,100
hal connolly,1931,92
mikhail krivonosov,1929,94
anatoli samotsvetov,1932,91
christa stubnick,1933,90
charles lamont jenkins,1934,89
karl friedrich haas,1931,92
voitto valdemar hellsten,1932,91
ardalion ignatyev,1930,93
ronald michael delany,1935,88
klaus richtzenhain,1934,89
john landy,1930,93
shirley strickland de la hunty,1925,98
norma claire thrower austin,1936,87
tamara tyshkevich,1931,92
marianne werner schulze entrup,1924,99
thomas william courtney,1933,90
derek james neville johnson,1933,90
audun boysen,1929,94
christopher william brasher,1928,95
sandor rozsnyoi,1930,93
ernst larsen,1926,97
silas edward southern,1938,85
joshua culbreath,1932,91
bobby morrow,1935,88
andrew william stanfield,1927,96
walter thane baker,1931,92
gregory curtis bell,1930,93
john dale bennett,1930,93
jorma rainer valkama,1928,95
jack davis,1930,93
joel shankle,1933,90
alain mimoun,1921,102
franjo mihalic,1920,103
veikko leo karvonen,1926,97
milton gray campbell,1933,90
adhemar ferreira da silva,1927,96
vilhjalmur einarsson,1934,89
olga fikotova connolly,1932,91
irina beglyakova,1933,90
jiri skobla,1930,93
robert allen gutowski,1935,88
georgios roubanis,1929,94
charles everett dumas,1937,86
charles michael porter,1936,87
igor kashkarov,1933,90
vladimir kuts,1927,96
jozsef kovacs 2,1926,97
allan lawrence,1930,93
fortune edward gordien,1922,101
desmond dalworth koch,1932,91
inese yaunzeme,1932,91
marlene ahrens,1933,90
nadezhda konyaeva,1931,92
nadezhda khnykina dvalishvili,1933,90
leonid spirin,1932,91
antanas mikenas,1923,100
bruno junk,1929,94
norman richard read,1931,92
yevgeni maskinskov,1930,93
egil danielsen,1933,90
janusz sidlo,1933,90
mildred louise mcdaniel,1933,90
thelma elizabeth hopkins,1936,87
mariya pissareva,1934,89
gordon pirie,1931,92
george derek ibbotson,1932,91
michel rousseau,1936,87
guglielmo pesenti,1933,90
leandro faggin,1933,90
ladislav fousek,1930,93
alfred james swift,1931,92
ian sterry browne,1931,92
vaclav machek,1925,98
giuseppe ogna,1933,90
cesare pinarello,1932,91
edvin vesterby,1927,96
francisc horvath,1928,95
adelmo bulgarelli,1932,91
nikola nikolov stantchev,1930,93
daniel allen hodge,1932,91
valentin nikolaev 1,1924,99
petko atanasov sirakov,1929,94
karl erik nilsson,1922,101
shigeru kasahara,1933,90
vladimir maneev,1932,91
per gunnar berlin,1921,102
taisto ilmari kangasniemi,1924,99
rauno leonard makinen,1931,92
roman dzeneladze,1932,91
peter steele blair,1932,91
mirian tsalkalamanidze,1927,96
shozo sasahara,1929,94
joseph mewis,1931,92
erkki eino antero penttila,1932,91
rune jansson,1932,91
ignazio fabra,1930,93
mohammad mehdi yaghoubi,1930,93
mikhail shakhov,1931,92
mitsuo ikeda,1935,88
ibrahim zengin,1930,93
vakhtang balavadze,1927,96
kyosti eemil lehtonen,1931,92
gyula toth 2,1927,96
shelley isabel mann,1937,86
nancy jane ramey,1940,83
mary jane sears,1939,84
john james monckton,1938,85
ursula happe krey,1926,97
eva szekely,1927,96
eva maria ten elsen,1937,86
jon malcolm henricks,1935,88
gary chapman,1937,86
masaru furukawa,1936,87
masahiro yoshimura,1936,87
kharis yunichev,1931,92
judith brenda grinham,1939,84
carin alice cone,1940,83
margaret edwards,1939,84
lorraine joyce crapp,1938,85
faith yvonne leech,1941,82
sylvia eliina ruuska,1942,81
william albert jr yorzyk,1933,90
takashi ishimoto,1935,88
gyorgy tumpek,1929,94
paul edward anderson,1932,91
humberto selvetti,1932,91
alberto pigaiani,1928,95
igor rybak,1934,89
ravil khabutdinov,1928,95
chang hee kim,1921,102
vladimir stogov,1930,93
mahmoud namdjou,1918,105
david joseph sheppard,1931,92
jean debuf,1924,99
fedor bogdanovsky,1930,93
peter t george,1929,94
ermanno pignatti,1921,102
allan erdman,1933,90
vilho ilmari ylonen,1918,105
stefan petrescu,1931,92
yevgeni cherkasov,1930,93
gheorghe lichiardopol,1913,110
anatoli bogdanov,1931,92
otakar horinek,1929,94
johan john sundberg,1920,103
offutt pinion,1910,113
adam smelczynski,1930,93
alessandro ciceri,1932,91
gerald raymond ouellette,1934,89
gilmore stuart boa,1924,99
vitali romanenko,1926,97
olof skoldberg,1910,113
vladimir sevryugin,1924,99
lev kuznetsov,1930,93
gillian mary sheen,1928,95
olga orban szabo,1938,85
renee garilhe,1923,100
carlo pavesi,1923,100
edoardo mangiarotti,1919,104
christian d oriola,1928,95
giancarlo bergamini,1926,97
antonio spallino,1925,98
janos uranyi,1924,99
laszlo fabian,1936,87
fritz briel,1934,89
dennis allan green,1931,92
walter william brown,null9713,NaN
georges dransart,1924,99
marcel renaud 1,1900,123
jozsef hunics,1936,87
ferenc hatlaczky,1934,89
viktor ivanovich chukarin,1921,102
masami kubota,1931,92
valentin muratov,1928,95
helmut bantz,1921,102
agnes keleti,1921,102
elena leusteanu popescu teodorescu,1935,88
william thoresson,1932,91
ann sofi colling pettersson,1932,91
olga tass lemhenyi,1929,94
hallgeir brenden,1929,94
pavel kolchin,1930,93
sonja edstrom,1930,93
fyodor terentyev,1925,98
tenley albright,1935,88
ingrid wendl,1940,83
hayes allen jenkins,1933,90
ronald robertson,1937,86
kurt oppelt,1932,91
frances dafoe,1929,94
norris bowden,1926,97
laszlo nagy,1927,96
sverre stenersen,1926,97
bengt eriksson,1931,92
franciszek gasienica gron,1931,92
antti hyvarinen 1,1932,91
aulis kallakorpi,1928,95
harry glass,1930,93
lamberto dalla costa,1920,103
giacomo conti,1908,115
renzo alvera,1933,90
max angst,1921,102
harry warburton,1921,102
renee colliard,1933,90
regina schopf,1935,88
yevgeniya sidorova,1930,93
ossi reichert,1925,98
josefine frandl,1930,93
dorothea hochleitner,1925,98
madeleine berthod,1931,92
frieda danzer,1931,92
lucile wheeler,1935,88
anton sailer,1935,88
raymond fellay,1932,91
andreas molterer,1931,92
chiharu igaya,1931,92
stig sollander,1926,97
walter schuster,1929,94
boris shilkov,1927,96
sigvard ericsson,1930,93
oleg goncharenko,1931,92
yury mikhailov,1930,93
toivo salonen,1933,90
russell mockridge,1930,93
marino morettini,1931,92
raymond leonard robinson,1929,94
enzo sacchi,1926,97
werner potzernheim,1927,96
antonio maspes,1932,91
leonid shcherbakov,1927,96
arnoldo devonish,1932,91
simeon garland iness,1930,93
adolfo consolini,1917,106
james leo dillion,1929,94
vincent george rhoden,1926,97
herbert mckenley,1922,101
oliver adrian matson,1930,93
marjorie jackson,1931,92
bertha brouwer,1930,93
esther cornelia brand,1922,101
sheila lerwill,1928,95
aleksandra chudina,1923,100
donald robert laz,1929,94
ragnar lundberg,1924,99
cyrus c jr young,1928,95
william preston miller,1930,93
toivo armas hyytiainen,1925,98
jerome cousins biffle,1928,95
meredith charles gourdine,1929,94
odon foldessy,1929,94
malvin groston whitfield,1924,99
arthur wint,1920,103
heinz ulzheimer,1925,98
giuseppe dordoni,1926,97
josef dolezal,1923,100
antal roka,1927,96
emil zatopek,1922,101
reinaldo gorno,1918,105
gustaf jansson,1922,101
yvette winefred williams,1929,94
shirley cawley,1932,91
charles hewes jr moore,1929,94
john macfarlane holland,1926,97
harrison dillard,1923,100
arthur barnard,1929,94
herbert schade,1922,101
aleksandr anufriyev,1926,97
horace iii ashenfelter,1923,100
vladimir kazantsev,1923,100
john ivor disley,1928,95
darrow clarence hooper,1932,91
james emanuel fuchs,1927,96
john mikaelsson,1913,110
erich arthur fritz schwab,1919,104
robert mathias,1930,93
floyd macon jr simmons,1923,100
nina dumbadze,1919,104
lindy remigino,1931,92
emmanuel mcdonald bailey,1920,103
jozsef csermak,1932,91
karl storch,1913,110
imre nemeth,1917,106
daphne lilian evelyn robb hasenjager,1929,94
mariya golubnichaya,1924,99
maria sander domagella,1924,99
joseph barthel,1927,96
robert mcmillen,1928,95
werner lueg,1931,92
walter francis davis,1931,92
kenneth george wiesner,1925,98
jose telles da conceicao,1931,92
viking palm,1923,100
henry wittenberg,1918,105
adil atan,1928,95
kelpo olavi grondahl,1920,103
shalva chikhladze,1911,112
arsen mekokishvili,1912,111
bertil antonsson,1921,102
kenneth alan richmond,1926,97
bayram sit,1929,94
william thomas smith,1928,95
abdollah modjtabavi,1925,98
gyorgy gurics,1929,94
chasame safin,1932,91
mikulas atanasov,1930,93
olle anderberg,1919,104
jay thomas evans,1931,92
yakov punkin,1921,102
hasan gemici,1926,97
yushi kitano,1930,93
mahmoud mollaghassemi,1929,94
axel gronberg,1918,105
kalervo juhani rauhala,1930,93
nikolai belov,1919,104
miklos szilvasi,1925,98
gosta andersson,1917,106
khalil taha,1932,91
shohashi ishii,1926,97
k d jadhav,1926,97
johannes kotkas,1915,108
josef ruzicka,1925,98
tauno into kovanen,1917,106
imre hodos,1928,95
zakaria chihab,1926,97
artem teryan,1930,93
boris gurevich 1,1931,92
leo ilmo honkala,1933,90
gabor benedek,1927,96
istvan szondi,1925,98
ivan udodov,1924,99
ali mirzai,1929,94
grigori novak,1919,104
lennox kilgour,1928,95
stanley anthony stanczyk,1925,98
gerald a gratton,1927,96
sung jip kim,1919,104
yevgeni lopatin,1917,106
verdi barberis,1928,95
john henry jr davis,1921,102
nikolai saksonov,1923,100
rodney adolphus wilkes,1925,98
eduardo guerrero,1928,95
miguel seijas,1930,93
juan a rodriguez,1928,95
charles paul jr logg,1931,92
thomas steele price,1933,90
michel jules l knuysen,1929,94
robert frederik baetens,1930,93
kurt schmid,1932,91
hans kalt,1924,99
andre alfons noyelle,1931,92
robert grondelaers,1933,90
edwin edy ziegler,1930,93
john wesley price,1920,103
john s reid,1919,104
francisco rebello de andrade,1923,100
joaquim mascarenhas de m fiuza,1908,115
charles norman currey,1916,107
rickard sarby,1912,111
madeleine moreau,1928,95
zoe ann olsen jensen,1931,92
sammy lee,1920,103
gunther haase,1925,98
david grieg jr browning,1931,92
miller altman anderson,1922,101
fritz thiedemann,1918,105
floyd patterson,1935,88
vasile tita,1928,95
stig sjolin,1928,95
boris georgiev nikolov,1929,94
theunis jacobus van schalkwyk,1929,94
boris tishin,1929,94
eladio oscar herrera,1930,93
charles adkins,1932,91
viktor mednov,1928,95
erkki aarno mallenius,1928,95
bruno visintin,1932,91
nathan eugene brooks,1933,90
edgar basel,1930,93
anatoli bulakov,1930,93
zygmunt chychla,1926,97
sergei shcherbakov,1918,105
viktor jorgensen,1924,99
gunther heidemann,1932,91
norvel lafayette ray lee,1924,99
antonio pacenza,1928,95
harri walfrid siljander,1922,101
john mcnally,1932,91
jan zachara,1928,95
sergio caprari,1932,91
joseph ventaja,1930,93
leonard john leisching,1934,89
aureliano bolognesi,1930,93
aleksy antkiewicz,1923,100
gheorghe fiat,1929,94
erkki osvald pakkanen,1930,93
hayes edward sanders,1930,93
ingemar ingo johansson,1932,91
andries c nieman,1927,96
ilkka rickhard koski,1928,95
hans von blixen finecke jr,1916,107
guy robert marie lefrant,1923,100
wilhelm willy busing,1921,102
iosif sirbu,1925,98
boris andreev,1906,117
arthur charles jackson,1918,105
erling asbjorn kongshaug,1915,108
george patrick genereux,1935,88
knut holmqvist,1918,105
hans liljedahl,1913,110
tauno vilhelmi maki,1912,111
robert burchler messer,1915,108
huelet leo benner,1917,106
angel leon gozalo,1907,116
ambrus balogh,1915,108
karoly takacs,1910,113
szilard kun,1935,88
josef holecek,1921,102
arvo kaarlo olavi ojanpera,1921,102
bent peder benjamin rasch,1934,89
finn haunstoft,1928,95
jan brzak felix,1912,111
bohumil kudrna,1920,103
egon drews,1926,97
wilfried soltau,1912,111
thorvald lennart stromberg,1931,92
louis gantois,1929,94
sylvi riitta saimo,1914,109
gertrude liebhart,1928,95
nina savina,null9976,NaN
kurt oskar wires,1919,104
yrjo jalmari hietanen,1927,96
lars glasser,1925,98
ingemar hedberg,1920,103
valeria gyenge,1933,90
eva novak gerard,1930,93
evelyn tokue kawamoto,1933,90
katalin szoke,1935,88
johanna maria termeulen,1929,94
judith temes,1930,93
john griffith davies,1930,93
bowen dow stassforth,1926,97
herbert klein,1923,100
jean boiteux,1933,90
ford hiroshi konno,1933,90
per olof ostrand,1930,93
joan cynthia harrison,1935,88
geertje wielema,1934,89
jean stewart,1930,93
yoshinobu oyakawa,1933,90
gilbert bozon,1935,88
jack george neil taylor,1931,92
clark currie scholes,1930,93
hiroshi suzuki 2,1933,90
goran larsson,1932,91
helen orr gordon mckay,1933,90
shiro hashizume,1928,95
tetsuo okamoto,1932,91
henri saint cyr,1902,121
lis hartel,1921,102
andre rene jousseaume,1894,129
dario mangiarotti,1915,108
oswald zappelli,1913,110
irene camber,1926,97
ilona elek,1907,116
karen vilhelmine lachmann,1916,107
pal adam kovacs,1912,111
aladar gerevich,1910,113
tibor berczelly,1912,111
manlio di rosa,1914,109
mariya gorokhovskaya,1921,102
margit korondi,1932,91
yevgeni korolkov,1930,93
jerzy jokiel,1931,92
tadao uesako,1921,102
hans eugster,1929,94
dmitri leonkin,1928,95
nina bocharova,1924,99
jakob jack gunthard,1920,103
karl alfred schwarzmann,1912,111
josef stalder,1919,104
ekaterina kalinchuk,1922,101
galina minaicheva,1928,95
arnfinn bergmann,1928,95
torbjorn falkanger,1927,96
karl holmstrom,1925,98
andreas ostler,1921,102
lorenz nieberl,1919,104
stanley delong benham,1913,110
patrick henry martin,1923,100
fritz feierabend,1908,115
stephan waser,1920,103
kenneth henry,1929,94
donald mcdermott,1929,94
gordon audley,1928,95
arne johansen,1927,96
hjalmar andersen,1923,100
willem van der voort,1923,100
cornelis broekman,1927,96
carl erik asplund,1923,100
sverre haugli 1,1925,98
simon slattvik,1917,106
heikki hasu,1926,97
andrea mead lawrence,1932,91
dagmar rom,1928,95
mirl buchner,1924,99
othmar schneider,1928,95
stein eriksen,1927,96
guttorm berge,1929,94
christian pravda,1927,96
toni spiess,1930,93
zeno colo,1920,103
trude beiser jochum,1927,96
eero kolehmainen,1918,105
magnar estenstad,1924,99
tapio makela,1926,97
paavo lonkila,1923,100
lydia wideman,1920,103
mirja hietamies,1931,92
siiri rantanen,1924,99
ria falk,1922,101
paul falk,1921,102
karol kennedy,1932,91
michael kennedy,1927,96
jeannette altwegg,1930,93
jacqueline du bief,1930,93
richard button,1929,94
hellmut seibt,1929,94
james grogan,1931,92
ralph liggett jr evans,1924,99
jacobus hermanus hendrik de jong,1912,111
stewart harold morris,1909,114
david john were bond,1922,101
duarte m d almeida bello,1921,102
fernando pinto coelho bello,1924,99
lockwood masters pirie,1904,119
owen cates jr torrey,1925,98
hilary hurlburt smart,1925,98
paul hurlburt smart,1892,131
carlos de cardenas culmell,1904,119
carlos de cardenas pla,1932,91
adriaan lambertus joseph maas,1907,116
edward stutterheim,1908,115
ferdinando terruzzi,1924,99
renato perona,1927,96
reginald hargreaves harris,1920,103
alan bannister,1922,101
rene faye,1923,100
mario ghella,1929,94
axel carl schandorff,1925,98
jacques dupont,1928,95
pierre nihant,1925,98
thomas charles godwin,1920,103
arthur edwin cook,1928,95
walter tomsen,1912,111
jonas jonsson,1903,120
carlos enrique diaz saenz valiente,1917,106
sven lundquist,1920,103
rudolf schnyder,1919,104
torsten ullman,1908,115
emil grunig,1915,108
pauli aapeli janhonen,1914,109
willy rogeberg,1905,118
bruce ira harlan,1926,97
vicki draves,1924,99
patricia anne elsener,1929,94
birte christoffersen hanson,1924,99
richard desborough burnell,1917,106
ebbe vestermann parsner,1922,101
aage ernst larsen,1923,100
eduardo g risso,1925,98
romolo catasta,1923,100
william laurie,1915,108
josef kalt,1920,103
felice fanetti,1914,109
bruno boni,1915,108
karen hoff,1921,102
alida geertruida van der anker doedens,1922,101
friederike schwingl,1921,102
johan frederik kobberup andersen,1920,103
henri eberhart,1913,110
stephen albert macknowski,1922,101
georges gandil,1925,98
hans berglund,1918,105
lennart klingstrom,1916,107
ejvind willy hansen,1924,99
jakob bernhard christian jensen,1912,111
thor axelsson,1921,102
nils bjorklof,1921,102
douglas h bennett,1918,105
robert boutigny,1917,106
julius torma,1922,101
horace herring,1922,101
alessandro d ottavio,1927,96
pascual nicolas perez,1926,97
spartaco bandinelli,1920,103
soo an han,1926,97
rafael iglesias 2,1924,99
gunnar nilsson,1923,100
gerald dreyer,1929,94
joseph vissers,1928,95
svend wad,1928,95
ernesto formenti,1927,96
dennis shepherd,1926,97
george hunter,1927,96
donald e scott,1928,95
mauro cia,1919,104
ivano fontana,1926,97
tibor csik,1927,96
gianbattista zuddas,1928,95
juan e venegas,null10157,NaN
hans moser,1901,122
gustaf adolf boltenstern jr,1904,119
william grut,1914,109
george bissland moore,1919,104
gosta gardin,1923,100
muhlis tayfur,null10163,NaN
ercole gallegati,1911,112
ibrahim orabi,1911,112
pietro lombardi,1922,101
kenan olcay,1913,110
reino kangasmaki,1916,107
celal atik,1919,104
gosta frandfors jonsson,1915,108
hermann baumann,1921,102
christian henrik hansen,1920,103
gazanfer bilge,1924,99
ivar sjolin,1918,105
adolf muller,1914,109
nazuh akar,1925,98
gerald grant leeman,1922,101
charles kouyos,1928,95
mehmet oktav,1921,102
ferenc toth,1909,114
ahmet kirecci,1914,109
tor nilsson,1919,104
guido fantoni,1919,104
glen brand,1923,100
adil candemir,1913,110
erik linden,1911,112
gyula bobis,1909,114
kurt petersen,1916,107
ali mahmoud hassan,1919,104
halil kaya,1919,104
lenni viitala,1921,102
halit balamir,1921,102
thure johansson,1912,111
fritz stockli 1,1916,107
bengt fahlkvist,1922,101
yasar dogu,1913,110
leland gilbert jr merrill,1920,103
aage ingvar eriksen,1917,106
karoly ferencz,1913,110
jehan buhan,1912,111
lajos maszlay,1903,120
vincenzo pinton,1914,109
ellen s preis muller,1912,111
eivind skabo,1916,107
gunnar akerlund,1923,100
hans wetterstrom,1923,100
ivar mathisen,1920,103
knut ostbye,1922,101
frantisek capek 1,1914,109
frank havens,1924,99
norman douglas lane,1919,104
vaclav havel,1920,103
jiri pecka,1917,106
abraham charite,1917,106
frank isaac spellman,1922,101
harold toshiyuki sakata,1920,103
gosta magnusson,1915,108
ibrahim hassanein shams,1914,109
james halliday,1918,105
mahmoud fayad,1925,98
jafar mohammad salmassi,1918,105
julian creus,1917,106
richard watt sung tom,1920,103
humberto mariles cortes,1912,111
ruben uriza castro,1920,103
jean francois d orgeix,1921,102
heikki savolainen,1907,116
veikko huhtanen,1919,104
paavo johannes aaltonen,1919,104
walter lehmann,1919,104
olavi antero rove,1915,108
leo sotornik,1926,97
ferenc pataki,1917,106
janos mogyorosi klencs,1922,101
zdenek ruzicka,1925,98
michael reusch,1914,109
christian kipfer,1921,102
karl frei,1917,106
william m jr smith,1924,99
james price jr mclane,1930,93
john birnie marshall,1930,93
walter stephen ris,1924,99
alan robert ford,1923,100
geza kadas,1926,97
ann elisabeth curtis,1926,97
karen margrethe harup,1924,99
catherine gibson,1931,92
suzanne winona zimmerman,1925,98
judith joy davies,1928,95
allen mcintyre stack,1928,95
robert elmer cowell,1924,99
georges vallerey jr,1927,96
greta marie andersen,1927,96
marie louise jean linssen vaessen,1928,95
petronella nel van vliet,1926,97
beatrice nancy lyons,1930,93
gyorgy mitro,1930,93
joseph thomas verdeur,1926,97
keith eyre carter,1924,99
robert raymond sohl,1928,95
bernard chevallier,1912,111
frank sherman henry,1909,114
robert selfelt,1903,120
jose beyaert,1925,98
lode alphonse wouters,1929,94
alice marie coachman,1923,100
dorothy beatrice j odam tyler,1920,103
micheline ostermeyer,1922,101
fanny blankers koen,1918,105
dorothy gladys manley,1927,96
marcel hansenne,1917,106
audrey doreen swayne williamson,1926,97
audrey mickey patterson,1926,97
william samuel steele,1923,100
thomas theodore bruce,1923,100
herbert paul jr douglas,1922,101
ingemar johansson,1924,99
tore sjostrand,1921,102
erik elmsater,1919,104
gote hagstrom,1918,105
harold norwood ewell,1918,105
lloyd labeach,1924,99
ivan gubijan,1923,100
robert howard bennett,1919,104
henry eriksson,1920,103
lennart strand,1921,102
willem slijkhuis,1923,100
william franklin iii porter,1926,97
clyde scott,1924,99
craig dixon,1926,97
maureen angela jane gardner,1928,95
roy braxton cochran,1919,104
duncan white,1918,105
rune larsson,1924,99
amelia piccinini,1917,106
ine schaffer mayer,1923,100
gaston etienne reiff,1921,102
giuseppe tosi,1916,107
hermine herma bauma,1915,108
kaisa parviainen,1914,109
lily marie louise carlstedt kelsby,1926,97
edera cordiale gentile,1920,103
jacqueline mazeas,1920,103
melvin emery patton,1924,99
delfo cabrera,1919,104
thomas john henry richards,1910,113
etienne gailly,1922,101
ignace heinrich,1925,98
bertil albertsson,1921,102
wilbur marvin thompson,1921,102
francis james delaney,1921,102
gaston godel,1914,109
terence lloyd johnson,1900,123
owen guinn smith,1920,103
erkki olavi kataja,1924,99
john winter,1924,99
bjorn andreas paulson,1923,100
george anthony stanich,1928,95
arne ahman,1925,98
george gordon avery,null10320,NaN
ruhi sarialp,1924,99
olga gyarmati,1924,99
noemi simonetto de portela,1926,97
ann britt leyman,1922,101
kaj tapio rautavaara,1915,108
stephen andrew seymour,1920,103
jozsef varszegi,1910,113
